feature,dtype,n,null_count,null_rate,n_unique,mean,std,min,max,zero_rate,top_category_share,p01,p05,p50,p95,p99,label_auc,abs_spearman_label,value_spearman_pos
n_orders,int64,305074,0,0.0,300,1.5487127713276123,10.58454645225494,0.0,696.0,0.8312737237522699,,0.0,0.0,0.0,6.0,31.0,0.9804994166502556,0.7109353085578466,0.4227317633436798
m_active,int64,305074,0,0.0,31,0.7812334056655107,2.8918137984180143,0.0,30.0,0.8312737237522699,,0.0,0.0,0.0,5.0,16.0,0.9808402180659196,0.7115101255900789,0.403916604922304
m_observed,int64,305074,0,0.0,30,2.744262047896576,5.8182993798268985,1.0,30.0,0.0,,1.0,1.0,1.0,20.0,28.0,0.8959013276028699,0.7256084358126028,0.2984169377265024
rho_freq,float64,305074,0,0.0,287,0.11078623705552006,0.29593901149713286,0.0,3.0,0.8312737237522699,,0.0,0.0,0.0,1.0,1.0,0.937560723426921,0.6474886847282375,0.16555847473194707
delta_recency,int64,305074,0,0.0,32,2.523056700997135,6.555573052663808,0.0,36.0,0.8312737237522699,,0.0,0.0,0.0,18.0,32.0,0.9083193838114141,0.604018391174604,-0.31517345866866314
sigma_gap,float64,305074,272719,0.8939437644637039,3234,1.8330298510413852,2.0244749516805975,0.0,13.5,0.029992723077023935,,0.0,0.0,1.3453624047073711,5.9066817155564495,9.0,0.6424694420153207,0.23705436770472932,-0.15259478441292434
mu_gap,float64,305074,272719,0.8939437644637039,265,5.3504071215137134,4.6082733747134546,1.0,29.0,0.0,,1.0,1.0357142857142858,4.0,15.0,23.0,0.5765621048014224,0.1259738694964574,-0.4404460185661077
CV_gap,float64,305074,272719,0.8939437644637039,4539,0.4365931496585833,0.34290280630941516,0.0,1.915888880426083,0.029992723077023935,,0.0,0.0,0.4844521416518049,0.9649270109113662,1.193414119621795,0.6762529545581559,0.29326400907005035,0.026427976620144088
historical_purchase_value_total,float64,305074,0,0.0,41112,178.3308184376905,1650.2221203784377,0.0,212453.97993,0.8312737237522699,,0.0,0.0,0.0,543.6814934999979,3771.0503017000515,0.9738777003955442,0.7009816542647312,0.7863170675033475
historical_purchase_value_sqrt,float64,305074,0,0.0,40195,3.6697954700476436,12.839936138944275,0.0,460.9273043875791,0.8312737237522699,,0.0,0.0,0.0,23.31697863473058,61.408877222237436,0.9738776995648071,0.7009816530367464,0.7863170792365873
s_median_line,float64,305074,253600,0.8312737237522699,29599,121.33288647482225,298.9930546138936,0.0449,12400.0,0.0,,2.6973000000000003,6.4815634999999965,46.545,438.14100649999926,1246.0368499999947,0.5193792360305417,0.0335653867576065,0.627631819564967
w_e_b,float64,305074,0,0.0,51036,0.00015733887515815835,0.002292883278914537,0.0,1.0,0.8312737237522699,,0.0,0.0,0.0,0.0005095679220971923,0.003226785650883985,0.9743529887466645,0.7016847226127199,0.7538059660451398
delta_trend,float64,305074,253600,0.8312737237522699,5,-0.3195205346388468,0.49180421343545083,-2.0,0.0,0.10241449615503123,,-2.0,-1.5,0.0,0.0,0.0,0.8910236585743003,0.7760815437204318,-0.44896552539253126
last_order_month_cos,float64,305074,253600,0.8312737237522699,11,-0.043912062833488946,0.7007936455801245,-1.0,1.0,0.0,,-1.0,-0.8660254037844388,-1.8369701987210297e-16,1.0,1.0,0.5080653744028724,0.01409046264058463,-0.3102809843341181
last_order_month_sin,float64,305074,253600,0.8312737237522699,11,0.26907916873563004,0.65922255845164,-1.0,1.0,0.015248759317411513,,-1.0,-0.8660254037844386,0.49999999999999994,1.0,1.0,0.7811914943332308,0.4942329386746123,-0.0015811141658676614
last_order_quarter_cos,float64,305074,253600,0.8312737237522699,4,0.15741927963632124,0.6281438958490847,-1.0,1.0,0.0,,-1.0,-1.0,6.123233995736766e-17,1.0,1.0,0.7504974410244641,0.4596140235982221,-0.25612150648989634
last_order_quarter_sin,float64,305074,253600,0.8312737237522699,4,0.27825698410848193,0.709397567873039,-1.0,1.0,0.04865704714266047,,-1.0,-1.0,1.2246467991473532e-16,1.0,1.0,0.7230340927444945,0.40922412758645627,0.25612150648989634
q4_share,float64,305074,253600,0.8312737237522699,87,0.18828321507741658,0.2824665095411409,0.0,1.0,0.08961432308226856,,0.0,0.0,0.0,1.0,1.0,0.5152937785753858,0.028744953678574568,0.14735247540930316
recent_3m_count,float64,305074,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
recent_6m_count,float64,305074,0,0.0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.5,,
recent_3_over_6,float64,305074,305074,1.0,0,,,,,0.0,,,,,,,,,
active_month_share_12m,float64,305074,0,0.0,7,0.013945796757508015,0.05675184027239755,0.0,0.5,0.9152074578626825,,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,1.0,0.9989140330629225,0.552684042499771
